4.508096924	0.84450974	5
-2.115392599	8.421358592	3
-1.695491304	7.796034543	3
-2.387505503	2.589517228	2
1.278026309	3.790179759	0
8.984595353	-2.260405931	4
5.679323005	1.238032579	5
2.765706497	0.78140609	1
0.189855355	3.238773875	0
-2.277065524	1.759303939	2
5.691510641	0.28176126	5
1.898988089	5.205572214	0
3.467630544	-0.113155636	1
9.184632176	-2.841303276	4
-1.792453809	6.797937049	3
0.366410367	3.009075376	0
2.559488589	1.203260037	1
-1.481420404	7.90851014	3
-0.246378682	4.650874019	0
0.295796305	4.342746374	0
8.489315185	-1.422810656	4
8.942563236	-2.541436245	4
9.190349717	-1.56604009	4
1.211070855	3.663215523	0
6.857899648	0.060811507	5
1.175424968	2.355379549	1
-0.729601711	8.356521873	3
3.842626103	1.606023275	1
5.345280562	0.187006411	5
5.385510309	-0.259024344	5
9.171292935	-1.478501102	4
3.455936742	1.577197154	1
9.853194943	-3.219080104	4
-0.303432564	5.766868874	0
0.471924743	4.034122456	0
-1.858278969	6.73564177	3
9.346548936	-1.893954364	4
-0.814838408	2.983545692	2
-2.129461261	2.400719928	2
9.773042522	-2.676709464	4
1.409348258	2.330212375	1
2.063142537	2.23706653	1
1.252203055	1.688502455	1
-0.844269832	3.155795923	2
0.310430768	2.818189976	0
-2.403853536	7.882906511	3
2.096829383	4.14991863	0
0.955133407	4.62503623	0
8.405238766	-2.565388812	4
6.934434798	1.21731235	5
10.07463726	-2.671208976	4
6.533387042	0.832872133	5
-2.08547013	2.298053357	2
1.728902358	2.284611456	1
5.871621998	0.948275977	5
-2.139900218	7.45534775	3
2.278946152	1.892453082	1
8.757377002	-3.241727676	4
0.742605679	4.345911334	0
-2.009617815	1.250329897	2
7.956337272	-1.992968777	4
1.102403773	1.624711191	1
6.25996847	0.41089207	5
-0.948971016	5.756015448	3
-1.803790392	2.738347878	2
2.150451591	1.199155683	1
0.036673559	4.886905094	0
-2.700465629	7.977043963	3
7.070601961	0.701069212	5
1.109339685	4.002451625	0
2.352272556	0.077867528	1
5.261392819	-0.50044521	5
9.833646461	-3.22287834	4
-0.681927072	2.10793363	2
9.488012977	-1.874536748	4
2.180272643	1.373937238	1
9.241626622	-2.546335018	4
1.752884811	1.814497463	1
0.594030942	3.975231601	0
5.633700609	-0.268110104	5
-1.261021085	8.119823817	3
-1.347916208	7.612116856	3
6.477943705	1.433724795	5
1.854264993	1.499505957	1
-1.965214525	7.575973684	3
-2.081576261	4.075143208	2
-1.545148607	2.364359079	2
2.322542319	1.427593536	1
1.549518026	0.921536579	1
-1.057980425	1.71633902	2
5.560980603	0.695426287	5
9.227035408	-2.411648581	4
0.593166225	3.418313189	0
-0.938472283	4.794001274	0
-1.696242826	7.657018718	3
-2.435459573	8.29324455	3
8.80218954	-2.691939962	4
4.14282759	-0.188981738	5
0.218678456	8.128030008	3
7.278876032	-1.87642998	4
1.523088	4.400524511	0
1.309167503	4.554043073	0
5.095367708	-0.525977861	5
-1.578085217	4.202889303	2
-0.857457117	7.403619038	3
5.822739178	0.698594521	5
2.125854489	5.405806405	0
-1.130875871	8.009595793	3
0.304670158	4.593964201	0
-1.956590467	7.527922746	3
5.61562274	0.006779236	5
2.515827049	1.589318664	1
-2.513834571	2.571693808	2
6.46572421	0.39080446	5
9.793585075	-2.450849702	4
6.044832041	-0.166944313	5
-2.316301456	7.465470103	3
5.474758901	1.043167119	5
2.404514351	-0.254519105	1
-2.302586145	3.42907815	2
2.33758667	0.073113067	1
1.181405141	1.573283525	1
6.268391885	0.840139238	5
1.830820592	3.377667962	0
0.446225938	7.803767152	3
-0.635881669	3.15558922	2
-2.355191518	2.957006071	2
